Member_number,Date,itemDescription,_basket_id
1351,12-01-2024,whole milk,4949
1024,15-02-2025,soda,131
1103,01-02-2025,pasta,4474
1410,13-08-2025,shopping bags,1542
1502,11-03-2024,pastry,55
1119,10-02-2025,root vegetables,5214
1039,04-08-2025,onions,4043
1255,10-12-2025,  SAUSAGE,3951
1220,06-10-2025,canned beer,5190
1815,31-10-2025,sausage,1184
1324,23-01-2025,chips,4851
1468,28-07-2024,curd,1182
1373,16-03-2024,shopping bags,1488
2005,20-05-2024,napkins,2924
1388,09-07-2024,root vegetables,1170
1897,07-05-2024,salsa,1902
1273,26-04-2024,soda,4110
1983,16-08-2025,sugar,2710
1289,18-09-2024,tortillas,816
1868,05-07-2024,sausage,4020
1655,24-07-2024,root vegetables,1196
1996,03-07-2024,yogurt,4363
1861,05-11-2025,newspapers,3071
1243,04-06-2025,canned beer,4420
1871,06-12-2024,whole milk,737
1338,29-03-2024,margarine,5111
1254,08-12-2024,yogurt,5745
1433,13-09-2025,chips,2330
1989,31-10-2024,creamer,1253
1613,08-03-2024,soda,2460
1470,27-10-2025,cheese,528
2015,01-08-2024,ice cream,3546
1253,22-08-2025,bottled water,5207
1912,08-10-2025,root vegetables,1495
2083,15-04-2024,napkins,2687
1929,21-02-2025,citrus fruit,1270
1851,25-01-2025,newspapers,5273
1579,16-06-2025,frozen vegetables,3468
1182,28-10-2024,  MARGARINE,3696
2147,05-11-2025,canned beer,681
1935,17-02-2025,canned beer,1955
1611,22-01-2024,tomato sauce,5687
1282,05-06-2024,newspapers,4449
1465,23-09-2025,salsa,5453
1987,20-05-2024,whole milk,3309
1645,02-02-2025,canned beer,5851
1330,19-11-2025,canned beer,2216
2041,29-05-2024,brown bread,4656
1488,19-10-2024,domestic eggs,532
1971,24-07-2025,white bread,1837
1794,20-01-2024,hamburger meat,2425
1963,21-08-2025,paper towels,1510
1433,08-05-2025,newspapers,2200
1932,30-12-2025,tomato sauce,697
1636,19-04-2025,,4600
1062,13-05-2024,canned beer,3343
2053,15-09-2024,pasta,4039
2106,26-11-2024,newspapers,4066
1328,07-05-2025,margarine,4136
1062,23-01-2025,tropical fruit,5641
1916,18-08-2024,ground beef,4321
2036,30-04-2025,  WHOLE MILK,2805
1513,28-03-2025,frozen vegetables,3948
1973,03-11-2025,paper towels,611
1109,21-11-2025,canned beer,1100
1558,21-09-2025,soda,720
1254,20-03-2025,margarine,1398
1872,21-05-2025,paper towels,5136
2050,17-01-2025,cat food,68
1573,20-04-2024,ice cream,711
1353,16-12-2024,root vegetables,761
1399,07-10-2025,canned beer,4497
1739,21-05-2025,yogurt,1301
1354,01-11-2025,crackers,5794
1499,01-12-2025,margarine,3058
1235,15-02-2025,butter,3030
1233,28-09-2025,root vegetables,478
1052,14-05-2025,newspapers,5776
1476,10-03-2025,rolls/buns,1980
1118,16-12-2024,canned beer,5439
1499,01-12-2025,pasta,3058
1363,06-06-2024,domestic eggs,3725
2093,29-03-2025,citrus fruit,4648
1031,15-09-2024,yogurt,4231
2066,22-04-2025,citrus fruit,3124
1117,15-01-2025,sausage,580
1723,26-12-2024,canned beer,2040
1833,12-05-2024,jam,4014
1540,28-02-2025,salsa,4817
1558,22-05-2025,whole milk,948
1006,09-07-2024,root vegetables,4141
1451,20-11-2024,brown bread,5240
2123,30-03-2024,hamburger meat,291
1540,28-02-2025,chips,4817
1345,08-11-2025,crackers,1355
1390,26-04-2025,canned beer,2524
1390,07-06-2025,newspapers,2655
1157,25-09-2025,soda,4500
1537,02-10-2025,canned beer,5294
1764,04-03-2025,onions,2973
1644,10-03-2024,frankfurter,1209
1561,28-04-2024,tropical fruit,4128
1110,24-10-2024,canned beer,4062
1575,18-04-2025,ketchup,2919
1128,19-10-2024,ice cream,4843
1504,31-03-2024,ketchup,1379
1587,27-10-2025,margarine,5415
2036,04-12-2025,canned beer,323
2066,08-02-2024,canned beer,3199
1905,07-11-2025,citrus fruit,2411
1937,09-10-2025,canned beer,4790
1951,31-01-2025,margarine,1652
2173,10-06-2024,bottled water,3416
1945,03-08-2024,ground beef,1235
1374,11-07-2024,margarine,3478
1823,12-06-2024,  CANNED BEER,2186
2192,02-07-2025,margarine,5088
1004,25-06-2024,bottled water,673
1277,30-04-2025,margarine,517
1311,29-12-2024,salsa,839
1217,21-03-2025,canned beer,3446
1366,01-02-2025,margarine,4425
2081,11-08-2025,pastry,5055
1483,30-12-2024,white bread,2020
2119,18-04-2024,bottled water,4678
1817,01-12-2024,chocolate,2036
2180,15-02-2025,chips,4227
1352,31-01-2024,  CANNED BEER,4707
2122,27-03-2024,citrus fruit,4811
1238,29-11-2024,whole milk,3581
1112,20-07-2025,rolls/buns,1392
1025,27-06-2025,dish detergent,2685
1485,19-01-2024,canned beer,1282
1117,10-04-2024,citrus fruit,1871
1039,01-12-2025,frankfurter,958
1937,09-10-2025,cat food,2795
1603,31-05-2024,yogurt,2737
2132,29-11-2025,frankfurter,189
1477,10-02-2024,pip fruit,2510
1170,16-06-2024,white bread,1823
1336,09-07-2024,bottled water,2461
1211,22-12-2025,jam,3794
1086,26-04-2025,root vegetables,912
1833,09-06-2025,  SAUSAGE,2607
1073,05-01-2024,frozen vegetables,5926
2106,30-01-2024,margarine,5107
1808,12-04-2025,canned beer,390
1667,02-06-2025,ice cream,3225
2015,01-04-2025,brown bread,5447
1316,12-11-2024,margarine,4782
1684,05-04-2024,curd,5563
1093,28-04-2025,salty snack,195
2168,13-07-2024,bananas,2024
1516,27-04-2025,canned beer,2615
1494,08-08-2025,salsa,564
1467,30-08-2024,pastry,2847
1299,20-04-2024,citrus fruit,3535
1584,29-04-2025,onions,2035
1438,16-11-2025,whole milk,289
1809,24-08-2025,tropical fruit,4335
1891,11-05-2025,white bread,456
1157,25-09-2025,citrus fruit,4500
1996,03-07-2024,canned beer,4363
1097,20-10-2025,margarine,970
1263,07-09-2024,whole milk,4732
1509,02-12-2025,canned beer,5773
1530,23-01-2024,white bread,4969
1719,18-11-2024,whole milk,1013
2190,27-09-2024,pastry,5342
1235,15-02-2025,napkins,3030
1872,31-05-2025,root vegetables,2247
1031,30-07-2024,frankfurter,3931
1996,29-01-2025,newspapers,300
1063,15-08-2024,root vegetables,5608
1212,03-04-2025,sausage,5430
1851,16-08-2024,cereal,3612
1647,26-05-2024,root vegetables,248
1348,03-06-2024,rolls/buns,398
1281,09-12-2024,canned beer,5251
2138,15-06-2025,margarine,4718
1733,05-05-2025,cereal,4293
1479,19-05-2025,salsa,311
1122,02-07-2024,salsa,4924
1969,20-07-2024,citrus fruit,1320
1954,23-02-2024,newspapers,4030
1536,28-06-2024,root vegetables,1200
1712,22-03-2025,beef,3192
1297,10-10-2024,frankfurter,2784
1979,22-08-2024,tropical fruit,1133
1500,12-12-2024,pastry,997
1537,02-10-2025,chips,5294
1295,22-08-2025,salty snack,2211
2081,09-12-2025,pasta,5672
1861,05-11-2025,sausage,3071
2083,24-11-2025,sausage,2227
2033,04-07-2025,chips,2360
1504,06-07-2025,root vegetables,2164
2089,04-11-2025,newspapers,5937
1045,24-03-2025,domestic eggs,746
1830,29-06-2025,margarine,1634
1450,15-12-2025,white bread,4005
1718,14-03-2024,coffee,659
2091,14-07-2025,canned beer,138
1738,21-04-2024,yogurt,1543
1424,11-06-2024,  BOTTLED WATER,5258
1303,09-03-2025,pastry,5838
2017,17-12-2025,newspapers,5947
2083,10-01-2024,pip fruit,373
1152,17-06-2024,margarine,5706
1551,11-10-2024,newspapers,3934
1929,01-01-2024,pastry,3136
1171,23-05-2024,cereal,438
1039,04-08-2025,canned beer,4043
1035,03-08-2024,pip fruit,1631
1499,20-08-2024,frozen vegetables,3853
1396,30-03-2024,whole milk,357
1130,27-03-2025,citrus fruit,2231
2054,14-07-2024,ice cream,486
1724,23-11-2024,salsa,4326
1454,09-09-2025,newspapers,2914
1104,22-04-2024,onions,3628
1198,17-06-2025,parmesan,3372
2098,22-08-2025,tropical fruit,2501
1179,02-09-2024,hamburger meat,2845
2163,27-03-2024,margarine,5566
1709,24-08-2024,margarine,3565
2172,18-12-2024,salsa,2991
1815,02-10-2025,root vegetables,5191
1090,24-01-2025,white bread,2147
1433,28-08-2025,salsa,3052
1120,01-12-2024,whole milk,6
1347,17-10-2025,frozen vegetables,5277
1740,20-11-2025,paper towels,3276
2155,09-07-2025,whole milk,3346
2126,02-11-2025,hamburger meat,3072
1646,04-08-2024,coffee,472
1019,03-08-2025,frankfurter,2178
2060,04-05-2024,shopping bags,3410
1606,27-07-2025,butter,31
1575,02-06-2024,domestic eggs,4202
1132,18-06-2025,paper towels,784
2069,15-11-2025,brown bread,2695
2123,30-03-2024,ketchup,291
2186,06-04-2025,canned beer,1138
1919,21-08-2024,white bread,5050
1273,01-06-2024,bottled water,406
1073,06-03-2025,bottled water,3828
1061,25-09-2024,sausage,2250
1082,30-09-2024,root vegetables,3646
2025,19-11-2024,pastry,2759
1050,08-09-2025,salty snack,1713
1932,07-09-2025,jam,4514
1633,02-09-2024,ground beef,4112
1299,21-11-2024,bottled water,2481
1801,03-08-2025,tortillas,4038
1255,22-07-2025,salsa,2369
1581,15-10-2025,frankfurter,4868
1549,03-12-2025,domestic eggs,1240
2000,23-10-2024,yogurt,5734
1603,17-06-2025,pip fruit,329
1254,08-12-2024,coffee,5745
2015,07-07-2024,beef,3533
1160,27-11-2025,canned beer,4534
2115,30-07-2024,frankfurter,5879
1829,18-04-2025,ice cream,1822
1840,05-09-2024,margarine,1285
2139,27-08-2025,margarine,5248
2112,22-04-2025,frankfurter,5206
2073,03-09-2025,pastry,4174
1052,27-03-2024,yogurt,3749
2119,18-03-2025,canned beer,2184
1991,05-12-2025,sausage,3160
2111,31-01-2025,bananas,2289
1360,11-07-2024,whole milk,1422
1439,26-04-2025,bottled water,3008
1225,18-05-2025,shopping bags,4200
1973,17-09-2025,beef,4619
1410,24-10-2025,canned beer,5402
1646,04-08-2024,citrus fruit,472
1920,19-05-2025,margarine,3928
1395,26-09-2025,canned beer,672
1323,25-01-2024,curd,5010
1538,12-12-2025,napkins,4876
1931,19-03-2025,canned beer,5455
1902,14-09-2024,chocolate,1169
1425,20-04-2024,red wine,5442
1142,28-05-2025,tortillas,1222
1565,01-12-2024,canned beer,1948
1546,30-05-2025,newspapers,1350
1343,06-02-2024,pasta,4936
2186,28-01-2024,salsa,4527
2158,29-06-2024,creamer,3385
1653,09-03-2025,frankfurter,244
1096,13-09-2025,citrus fruit,4325
1939,27-06-2024,margarine,701
1806,24-12-2024,dish detergent,1483
1105,15-05-2024,tropical fruit,2740
2011,03-04-2024,tropical fruit,1963
1439,07-08-2024,frankfurter,1853
1303,09-03-2025,frankfurter,5838
1510,12-11-2024,frozen vegetables,3607
1858,14-05-2025,canned beer,5281
1093,24-12-2024,pasta,1186
1062,28-01-2025,margarine,4839
1124,14-06-2025,canned beer,2054
1963,06-02-2024,margarine,1382
1739,21-05-2025,canned beer,1301
2054,10-02-2025,sausage,5320
1994,25-09-2025,napkins,164
1898,02-02-2024,beef,1727
1724,03-11-2024,onions,4145
2142,23-03-2025,white bread,3482
1586,09-11-2024,whole milk,3426
1454,04-03-2024,whole milk,3262
1820,18-03-2025,pip fruit,2840
2166,31-03-2025,white bread,3563
1432,05-07-2024,newspapers,3797
1882,12-10-2025,root vegetables,3047
1163,13-05-2024,canned beer,939
1762,16-05-2024,white bread,2271
1626,26-09-2025,salsa,2883
1167,01-12-2025,red wine,2682
1282,05-06-2024,creamer,4449
1624,20-06-2025,granola,5077
1158,16-01-2025,newspapers,4122
1727,28-04-2024,domestic eggs,2561
1659,01-03-2024,canned beer,5787
1690,30-08-2024,rolls/buns,5223
2018,07-10-2024,newspapers,1390
1382,18-12-2024,parmesan,5854
1605,21-03-2025,brown bread,3685
2176,28-09-2025,yogurt,2969
1150,19-09-2024,,5225
1216,13-09-2025,cat food,5761
2067,21-04-2025,white bread,3295
1558,01-06-2024,root vegetables,2861
1140,22-06-2024,hamburger meat,3237
1211,22-12-2025,rolls/buns,3794
1516,26-11-2025,pastry,4509
1573,18-02-2025,canned beer,4205
2109,03-02-2025,bottled water,5118
1939,27-06-2024,whole milk,701
2086,07-01-2024,newspapers,4887
1334,29-12-2024,ice cream,508
1963,23-04-2025,frozen vegetables,2303
1524,15-08-2025,citrus fruit,3779
1535,18-10-2025,soda,399
1456,07-12-2025,newspapers,1144
1679,15-12-2024,jam,5319
1851,11-12-2025,napkins,1341
2077,11-06-2024,dish detergent,5588
1426,06-05-2025,canned beer,3483
2190,16-08-2024,citrus fruit,2954
2090,20-02-2025,canned beer,782
2042,28-08-2024,domestic eggs,5398
1615,03-02-2025,chips,535
1479,29-11-2025,margarine,5468
1975,23-05-2024,soda,4576
1702,16-08-2025,pasta,3103
1227,15-05-2024,cereal,4055
2044,07-04-2024,margarine,3573
1020,23-12-2024,cat food,2351
1173,18-04-2025,soda,4989
1039,18-09-2024,root vegetables,440
1514,07-09-2025,salty snack,519
1057,24-07-2024,bottled water,2365
1112,19-06-2025,salty snack,613
1680,25-02-2024,pasta,827
1347,17-10-2025,canned beer,5277
1723,18-01-2025,chocolate,2346
1905,21-02-2024,salty snack,2680
1334,28-01-2025,bottled water,3513
2151,15-07-2024,canned beer,1924
1160,04-04-2024,citrus fruit,2804
1933,23-04-2024,canned beer,5496
1694,15-05-2024,ketchup,322
1584,27-09-2025,rolls/buns,5429
1037,09-09-2024,margarine,5046
1737,29-10-2025,canned beer,330
1660,26-02-2024,soda,3435
1658,24-11-2024,shopping bags,126
1236,13-03-2024,canned beer,1520
2099,28-01-2024,margarine,2766
1062,11-09-2024,white bread,5161
1642,18-03-2025,canned beer,394
1062,11-09-2024,napkins,5161
1195,21-05-2024,jam,4118
1476,18-02-2025,whole milk,4302
1599,07-08-2024,tropical fruit,29
1931,22-08-2024,whole milk,4902
1626,23-09-2025,ice cream,242
1753,24-11-2024,crackers,4955
1211,22-12-2025,white bread,3794
1903,13-07-2024,brown bread,715
1445,11-12-2025,canned beer,5916
1442,10-05-2024,root vegetables,3957
1779,21-12-2025,domestic eggs,4379
1132,18-06-2025,coffee,784
1748,06-11-2024,margarine,4488
1090,29-01-2024,margarine,1461
2070,27-02-2024,parmesan,2314
1887,30-08-2025,margarine,2277
1217,11-07-2025,hamburger meat,1702
2057,18-06-2024,canned beer,5758
1232,08-06-2025,parmesan,2598
2179,22-03-2025,margarine,3504
1195,24-11-2025,newspapers,4262
2189,22-02-2024,white bread,432
1674,31-03-2025,canned beer,5286
1561,28-06-2025,frankfurter,3066
1977,10-12-2024,margarine,3133
1802,07-02-2025,domestic eggs,2831
2053,18-04-2025,  MARGARINE,2027
1185,25-06-2024,tomato sauce,2997
1137,26-07-2025,chips,802
1781,19-01-2025,newspapers,4356
1567,21-10-2024,domestic eggs,1965
1569,14-06-2024,white bread,233
1298,15-07-2024,canned beer,4896
1969,31-07-2025,white bread,5018
1310,26-08-2024,paper towels,1156
1537,25-05-2024,whole milk,4727
1476,09-05-2025,tomato sauce,2572
1454,03-05-2024,beef,3881
1884,11-01-2024,coffee,5547
1741,04-03-2024,margarine,1117
2100,01-01-2025,sausage,5230
1720,07-10-2025,coffee,1830
1806,12-02-2025,bottled water,794
1598,13-01-2025,frozen vegetables,5123
1642,18-03-2025,root vegetables,394
2098,03-05-2025,margarine,3319
1606,17-06-2024,  ONIONS,4973
1615,03-12-2024,newspapers,637
2198,24-09-2025,chips,1612
2088,26-08-2024,newspapers,3005
1477,21-03-2024,ketchup,1111
1261,16-12-2024,chips,1656
2077,15-05-2024,soda,3769
1841,20-06-2025,pip fruit,18
2192,19-10-2024,root vegetables,4074
1541,27-05-2025,pip fruit,1274
1498,28-06-2024,margarine,3439
1955,21-10-2024,dish detergent,661
1043,17-07-2025,canned beer,3365
2069,30-12-2025,sausage,2739
1987,22-08-2024,onions,5801
1905,07-11-2025,canned beer,2411
1260,04-11-2025,salsa,953
1782,28-11-2025,root vegetables,3100
1743,28-11-2025,tropical fruit,5824
1965,10-01-2025,frozen vegetables,3491
1716,15-05-2025,canned beer,4555
1727,03-12-2024,rolls/buns,1748
1779,16-02-2025,margarine,113
1167,20-05-2024,citrus fruit,4097
1914,03-05-2024,curd,2073
2063,31-10-2025,frankfurter,5933
1292,15-03-2025,margarine,5751
1308,11-10-2024,root vegetables,3397
1115,21-08-2024,shopping bags,3670
2064,03-05-2024,whole milk,4175
1013,16-10-2025,bottled water,5497
2095,28-07-2024,margarine,2718
1157,19-05-2025,shopping bags,2310
1382,04-02-2025,newspapers,4540
1905,27-12-2025,granola,3536
2152,18-03-2025,canned beer,1214
2172,02-10-2025,ground beef,3290
1325,25-05-2025,tropical fruit,2366
1219,26-05-2024,frankfurter,1330
1347,07-12-2024,white bread,4226
1133,15-05-2024,tomato sauce,2012
1404,01-12-2024,bananas,2702
1288,06-03-2025,domestic eggs,3815
2098,15-10-2025,root vegetables,3820
1588,24-06-2025,bottled water,4681
1523,09-09-2025,onions,4694
1039,06-04-2024,citrus fruit,4377
1329,08-09-2024,canned beer,4016
1196,31-08-2024,pasta,533
2046,27-11-2024,margarine,5420
1345,08-11-2025,citrus fruit,1355
1434,04-01-2024,curd,4407
1635,10-03-2025,margarine,2983
2011,22-01-2025,curd,4323
1034,20-05-2025,canned beer,4719
1096,13-09-2025,paper towels,4325
1004,25-06-2024,whole milk,673
1420,31-10-2025,newspapers,568
1706,12-02-2025,white bread,2858
1822,29-01-2024,salty snack,3267
1814,31-03-2025,citrus fruit,5740
1675,12-03-2025,domestic eggs,2119
2038,13-04-2024,newspapers,2714
1658,07-05-2025,margarine,1530
1177,15-01-2024,canned beer,416
1122,05-08-2024,canned beer,524
2141,22-07-2025,chocolate,3254
1349,07-02-2024,newspapers,3120
1436,01-04-2024,pastry,894
1273,08-06-2024,newspapers,4079
1209,05-05-2025,newspapers,1509
1357,22-01-2024,red wine,4254
1837,20-12-2024,onions,1922
2036,24-05-2024,hamburger meat,1414
1242,26-07-2024,whole milk,3865
1171,23-05-2024,canned beer,438
1709,21-12-2024,shopping bags,510
1870,18-05-2024,chips,276
1272,12-11-2025,salsa,197
1908,10-12-2024,rolls/buns,882
2046,08-04-2024,pip fruit,3580
1590,12-09-2024,citrus fruit,4545
1357,18-08-2024,newspapers,2253
1473,29-05-2025,beef,2826
1215,30-07-2025,curd,5995
1304,26-05-2025,shopping bags,1574
1219,26-05-2024,whole milk,1330
1476,18-02-2025,newspapers,4302
1562,10-12-2025,white bread,2043
1905,04-07-2024,sugar,1884
1946,08-08-2024,brown bread,5261
1976,03-06-2025,newspapers,2416
1130,23-01-2025,frankfurter,4336
1616,22-07-2024,frankfurter,5417
1572,27-12-2025,bottled water,2662
1708,26-02-2024,root vegetables,3746
1762,19-09-2024,sausage,4490
1435,15-03-2025,newspapers,5461
1455,15-03-2024,ice cream,5931
1328,25-07-2025,newspapers,3894
2185,09-07-2025,tortillas,1114
1873,01-08-2024,sausage,1059
1470,24-07-2025,root vegetables,841
1616,25-12-2024,citrus fruit,3763
1928,08-04-2025,tortillas,5725
1442,10-05-2024,frankfurter,3957
1707,19-09-2025,pastry,4470
2050,27-10-2025,frozen vegetables,4224
1837,20-12-2024,domestic eggs,1922
1276,03-09-2024,frozen vegetables,5167
1410,03-05-2024,bottled water,5477
1293,26-09-2025,tortillas,3806
1188,03-11-2024,domestic eggs,1498
2020,15-09-2025,white bread,3844
1458,30-03-2025,curd,1895
1173,28-05-2024,red wine,268
1204,23-03-2025,hamburger meat,5334
1672,06-08-2025,domestic eggs,1764
1511,04-08-2025,frankfurter,5650
1631,20-08-2025,bananas,1318
1740,09-11-2024,yogurt,2802
1510,15-03-2025,napkins,1773
1889,26-08-2024,whole milk,4787
1635,09-10-2024,  FRANKFURTER,4328
1323,06-01-2024,salty snack,3550
1232,12-04-2025,diapers,846
1107,13-03-2024,citrus fruit,2636
1164,30-10-2024,yogurt,3287
1993,13-08-2025,curd,5991
1979,09-12-2025,root vegetables,1910
1379,16-08-2025,chocolate,3493
1675,05-01-2025,curd,1176
1756,28-07-2024,paper towels,4637
1609,09-04-2024,sugar,4562
1539,15-01-2024,granola,3230
1182,24-04-2025,canned beer,4980
1138,22-08-2025,whole milk,1921
2079,20-04-2024,soda,734
1735,25-08-2025,canned beer,2700
1869,10-05-2024,tortillas,4042
1397,01-04-2024,brown bread,5581
1833,17-06-2024,coffee,1564
2061,04-07-2024,canned beer,1053
1020,23-12-2024,frozen vegetables,2351
1873,14-06-2024,soda,132
1795,23-03-2024,bananas,2084
1151,29-10-2025,margarine,5883
2010,24-06-2024,yogurt,5285
1147,30-04-2025,pip fruit,3412
1070,11-09-2024,pasta,129
1742,27-06-2025,salsa,4230
1924,06-05-2024,canned beer,5335
2149,10-01-2024,  ROLLS/BUNS,286
1128,25-08-2025,frozen vegetables,1595
1921,23-07-2024,domestic eggs,495
1343,06-02-2024,margarine,4936
1427,13-05-2025,yogurt,786
1658,21-11-2024,root vegetables,4594
1029,28-12-2024,ketchup,4528
1101,02-10-2025,whole milk,1210
1832,30-09-2024,margarine,1475
1967,02-12-2025,canned beer,1568
1958,31-10-2024,rolls/buns,5315
1108,04-08-2025,domestic eggs,1304
1983,10-10-2025,domestic eggs,1757
2185,17-01-2025,tortillas,427
1963,03-03-2024,citrus fruit,4083
2061,30-10-2024,newspapers,4561
1773,21-01-2025,paper towels,1710
1740,10-07-2025,paper towels,4182
1867,08-11-2025,onions,2640
1096,29-05-2024,domestic eggs,2284
1869,17-10-2024,tropical fruit,1345
2187,12-06-2024,paper towels,3950
1133,15-05-2024,cheese,2012
1365,16-02-2024,cat food,2717
1603,21-07-2024,root vegetables,2654
2177,18-04-2025,domestic eggs,1603
1956,02-03-2024,margarine,3571
1078,11-09-2024,pip fruit,1533
2053,04-06-2024,chocolate,5814
1841,23-06-2024,citrus fruit,952
1826,25-01-2025,paper towels,754
1891,15-10-2024,whole milk,1663
1566,27-01-2024,sausage,1266
1072,04-09-2024,newspapers,5970
1180,20-11-2024,bananas,4068
1780,09-12-2025,bottled water,3111
1282,05-06-2024,curd,4449
2061,22-06-2025,yogurt,1445
1648,25-10-2024,citrus fruit,1122
1570,30-06-2025,yogurt,4466
1146,23-07-2025,chocolate,1845
1184,09-01-2024,diapers,1140
1543,12-04-2025,frankfurter,3358
1587,26-12-2025,newspapers,5826
1946,20-03-2024,pastry,5066
1975,23-12-2025,canned beer,3224
1036,26-06-2025,margarine,5037
2088,27-08-2025,newspapers,1334
1653,10-05-2024,  FRANKFURTER,3494
1038,16-03-2025,shopping bags,5578
1213,07-03-2025,root vegetables,3428
2138,01-01-2025,citrus fruit,4101
2188,15-03-2025,margarine,2731
2157,30-01-2024,white bread,3984
2008,28-02-2024,yogurt,5982
1084,05-02-2024,cat food,4019
1098,13-04-2024,frankfurter,1799
1017,23-03-2025,rolls/buns,814
1367,30-09-2024,rolls/buns,2010
1526,01-07-2025,newspapers,1499
1836,04-12-2024,creamer,3729
1088,29-05-2025,citrus fruit,4671
1259,09-09-2025,salty snack,4444
1679,03-01-2025,chips,156
1965,07-04-2025,creamer,4159
1326,02-02-2024,diapers,2712
1277,07-04-2025,bottled water,5025
1566,29-01-2024,root vegetables,3026
1863,20-01-2024,paper towels,4311
1942,11-08-2025,newspapers,5004
1422,23-09-2025,bottled water,1268
1268,17-06-2024,canned beer,3827
1976,06-05-2024,margarine,871
2078,21-03-2024,yogurt,3329
1296,02-08-2024,parmesan,2696
2192,21-11-2024,chips,5587
1618,14-09-2024,white bread,1506
1568,26-09-2025,rolls/buns,4605
1181,09-05-2025,white bread,3458
1323,27-11-2024,curd,1765
2036,25-05-2025,dish detergent,1747
1509,27-11-2024,  YOGURT,2885
1418,29-04-2024,canned beer,4892
1225,22-07-2025,bottled water,453
1452,04-03-2025,napkins,1997
1243,28-03-2025,canned beer,5478
1296,18-11-2024,creamer,1621
1185,25-06-2024,pip fruit,2997
1516,09-10-2024,pip fruit,4899
1418,01-01-2025,hamburger meat,5940
1733,19-07-2025,beef,3601
1454,04-03-2024,soda,3262
1887,08-04-2024,canned beer,3943
1580,07-11-2024,salty snack,4740
1956,20-06-2025,canned beer,5474
1202,07-09-2025,curd,16
2032,21-12-2024,tomato sauce,1908
2059,20-04-2024,brown bread,2298
1612,05-06-2024,pip fruit,100
1390,24-05-2025,whole milk,2758
2130,14-11-2024,beef,3315
1941,30-05-2024,bottled water,307
1117,21-06-2025,soda,392
2016,06-04-2025,whole milk,4332
2050,08-12-2025,jam,5005
1297,08-11-2025,root vegetables,3691
1607,31-05-2024,cat food,748
1445,11-12-2025,chips,5916
1299,05-08-2024,granola,2162
1575,18-04-2025,hamburger meat,2919
1626,26-09-2025,chips,2883
1004,04-06-2024,ketchup,2014
2181,12-04-2024,canned beer,812
1086,26-04-2025,cheese,912
2147,13-02-2024,butter,5532
1102,23-07-2024,jam,2111
1904,12-07-2024,canned beer,2282
1304,15-09-2024,white bread,3369
1856,05-07-2024,crackers,5951
1109,10-01-2025,paper towels,3297
1902,13-05-2025,white bread,3961
1064,07-11-2025,canned beer,310
1272,07-07-2025,chocolate,3206
2064,04-09-2025,canned beer,1243
1615,18-06-2024,shopping bags,3866
2028,03-01-2024,margarine,2269
1748,05-05-2024,root vegetables,169
1241,05-02-2025,,4392
1143,04-07-2025,tropical fruit,121
1189,23-01-2025,red wine,741
1699,14-08-2024,margarine,336
1545,28-05-2025,canned beer,588
1887,04-10-2024,whole milk,5749
1752,22-05-2024,yogurt,4273
1439,07-08-2024,domestic eggs,1853
1390,26-04-2025,salsa,2524
1133,12-08-2025,brown bread,3481
1243,30-06-2024,jam,2274
2081,11-10-2025,napkins,1795
1451,29-04-2024,beef,855
1558,12-04-2024,citrus fruit,273
1036,07-01-2025,pip fruit,1651
1525,21-02-2025,cereal,2230
1010,01-04-2025,napkins,1903
1458,11-09-2024,margarine,1128
1230,21-11-2024,whole milk,978
1932,18-10-2025,cereal,5086
1814,09-04-2025,salsa,5619
1903,28-10-2025,brown bread,5310
1622,02-11-2025,beef,1756
1775,26-08-2025,yogurt,4990
1850,23-03-2025,butter,5872
1006,19-10-2025,frozen vegetables,3054
1888,29-08-2024,margarine,14
1425,20-04-2024,canned beer,5442
1463,15-09-2025,margarine,792
1027,07-04-2025,granola,3871
1920,18-08-2024,margarine,3909
2068,08-07-2024,sausage,2405
1792,01-02-2025,canned beer,2930
1109,21-05-2024,cereal,2087
1787,29-12-2025,citrus fruit,2321
1027,01-03-2025,whole milk,3956
1893,02-04-2025,dish detergent,4132
2050,18-05-2025,frozen vegetables,607
1496,04-10-2025,jam,1805
1603,30-10-2025,frankfurter,3091
1709,24-08-2024,citrus fruit,3565
1336,24-11-2025,onions,2154
1201,16-12-2024,citrus fruit,4265
1143,21-04-2025,coffee,34
2128,23-07-2024,cheese,2726
1174,21-01-2025,canned beer,3883
1170,12-11-2024,pastry,4463
1148,24-12-2024,pastry,3162
2036,09-10-2024,margarine,4579
1213,10-04-2025,tropical fruit,1954
2021,22-05-2025,margarine,3541
1128,23-01-2024,,4486
2015,01-04-2025,margarine,5447
1479,09-08-2024,canned beer,684
1947,15-07-2025,yogurt,4252
1462,08-04-2024,curd,5825
1610,20-05-2025,canned beer,1970
1465,15-09-2024,tropical fruit,2281
1809,08-06-2025,tortillas,3196
1769,08-04-2024,salsa,1738
1623,13-08-2024,cat food,1342
1543,22-06-2025,rolls/buns,1638
1403,02-01-2025,rolls/buns,5154
1846,21-12-2025,tortillas,249
1823,25-07-2025,crackers,653
2017,13-10-2025,tomato sauce,81
1069,30-03-2024,whole milk,4821
1906,30-01-2025,newspapers,90
2119,12-06-2025,tropical fruit,2490
2053,04-08-2025,canned beer,935
1532,29-04-2025,salsa,3962
1327,10-05-2024,tropical fruit,3364
2167,14-06-2025,bananas,5352
