invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty,anomaly_score,is_anomaly
INV101000,C00257,2024-09-14,2,4,46.620000000000005,2.0,-0.42151036287618426,False
INV101001,C00308,2024-06-11,1,1,18.04,1.0,-0.495024697010887,False
INV101002,C00412,2024-03-22,6,20,304.28000000000003,3.3333333333333335,-0.4333229591787801,False
INV101003,C00091,2024-11-06,2,7,83.65,3.5,-0.39782095904899323,False
INV101004,C00100,2024-02-09,1,2,85.08,2.0,-0.461753840625779,False
INV101005,C00067,2024-03-01,9,32,528.21,3.5555555555555554,-0.5134380993442446,False
INV101006,C00226,2024-10-21,1,1,5.64,1.0,-0.5117082148815173,False
INV101007,C00487,2024-09-02,38,1033,13121.300000000001,27.18421052631579,-0.8515566513703846,True
INV101008,C00258,2024-08-17,3,11,145.17,3.6666666666666665,-0.40573459157484554,False
INV101009,C00408,2024-10-29,7,20,308.55,2.857142857142857,-0.42249455727491275,False
INV101010,C00067,2024-09-30,1,4,43.6,4.0,-0.44253981172259643,False
INV101011,C00293,2024-12-23,5,20,316.86,4.0,-0.4527785241848688,False
INV101012,C00320,2024-12-23,4,12,132.37,3.0,-0.38073285721409633,False
INV101013,C00071,2024-09-09,1,3,23.28,3.0,-0.42850847895485483,False
INV101014,C00247,2024-10-13,3,8,127.61,2.6666666666666665,-0.40788689096660335,False
INV101015,C00114,2024-03-05,2,9,157.05,4.5,-0.4487450232773728,False
INV101016,C00004,2024-04-09,8,23,288.74,2.875,-0.4307404832912023,False
INV101017,C00241,2024-04-07,4,7,57.57,1.75,-0.4515020275478171,False
INV101018,C00214,2024-09-28,2,6,34.8,3.0,-0.4058629643619864,False
INV101019,C00465,2024-07-18,4,15,358.06,3.75,-0.4594451718034557,False
INV101020,C00250,2024-03-25,27,771,11359.6,28.555555555555557,-0.8384077387520468,True
INV101021,C00447,2024-12-13,7,13,296.69,1.8571428571428572,-0.5076556712565291,False
INV101022,C00302,2024-03-04,8,26,343.8,3.25,-0.4349477761930589,False
INV101023,C00423,2024-07-08,5,18,351.97,3.6,-0.4481628570141533,False
INV101024,C00045,2024-04-02,1,3,19.11,3.0,-0.4310170342252104,False
INV101025,C00322,2024-05-10,1,1,8.27,1.0,-0.49836920027750603,False
INV101026,C00092,2024-06-19,1,5,85.3,5.0,-0.4818005547222879,False
INV101027,C00198,2024-09-27,12,35,489.5,2.9166666666666665,-0.5108475826713808,False
INV101028,C00169,2024-07-07,7,25,366.61,3.5714285714285716,-0.4444582022196937,False
INV101029,C00348,2024-12-02,5,17,211.13,3.4,-0.4107973946531274,False
INV101030,C00128,2024-10-27,5,16,291.01,3.2,-0.4244836330719713,False
INV101031,C00038,2024-09-06,9,29,310.5,3.2222222222222223,-0.4527021892779668,False
INV101032,C00480,2024-04-29,4,11,164.05,2.75,-0.38798046437220846,False
INV101033,C00147,2024-08-06,14,36,589.09,2.5714285714285716,-0.5861805172888278,False
INV101034,C00114,2024-05-19,30,833,8911.76,27.766666666666666,-0.8313469485197347,True
INV101035,C00220,2024-11-03,2,4,80.25999999999999,2.0,-0.43060598435757264,False
INV101036,C00370,2024-11-15,4,10,132.81,2.5,-0.3922546765259918,False
INV101037,C00487,2024-10-18,4,13,221.3,3.25,-0.39903508750235045,False
INV101038,C00134,2024-07-13,4,9,70.25,2.25,-0.4068034156570513,False
INV101039,C00306,2024-12-25,4,12,81.44,3.0,-0.3943704123170598,False
INV101040,C00237,2024-07-30,3,9,126.68,3.0,-0.39286569014703,False
INV101041,C00159,2024-06-07,1,1,19.79,1.0,-0.5023361850672026,False
INV101042,C00119,2024-01-05,1,3,96.0,3.0,-0.4465025280945237,False
INV101043,C00071,2024-07-01,9,28,305.36,3.111111111111111,-0.4463101628397597,False
INV101044,C00151,2024-06-24,5,11,308.53,2.2,-0.47491173248502655,False
INV101045,C00103,2024-11-24,5,12,125.47999999999999,2.4,-0.4170153759363846,False
INV101046,C00017,2024-07-09,8,24,362.54,3.0,-0.4348151004776544,False
INV101047,C00028,2024-03-12,8,21,164.78,2.625,-0.4603978639362281,False
INV101048,C00433,2024-05-17,4,11,160.73000000000002,2.75,-0.3885904970934596,False
INV101049,C00406,2024-12-12,1,3,133.23,3.0,-0.4593690885669012,False
INV101050,C00006,2024-03-09,4,11,173.71999999999997,2.75,-0.3897374265375756,False
INV101051,C00478,2024-07-13,13,42,635.21,3.230769230769231,-0.5617253633293274,False
INV101052,C00118,2024-01-02,2,5,45.79,2.5,-0.40862942623678417,False
INV101053,C00078,2024-02-05,5,23,231.22,4.6,-0.5213237462216724,False
INV101054,C00410,2024-02-06,5,15,222.53,3.0,-0.40317550073885744,False
INV101055,C00146,2024-07-28,2,4,83.64999999999999,2.0,-0.43060496867016645,False
INV101056,C00033,2024-06-10,2,6,54.03,3.0,-0.3947557445795763,False
INV101057,C00402,2024-11-10,3,10,128.91,3.3333333333333335,-0.39977896858884204,False
INV101058,C00094,2024-04-08,1,2,14.76,2.0,-0.4383256437396097,False
INV101059,C00409,2024-10-31,15,35,531.74,2.3333333333333335,-0.6146410268050703,False
INV101060,C00179,2024-10-14,8,25,538.92,3.125,-0.4875523228766038,False
INV101061,C00372,2024-09-10,5,19,243.14999999999998,3.8,-0.43096743477664534,False
INV101062,C00048,2024-03-07,3,11,152.29,3.6666666666666665,-0.40943748177775496,False
INV101063,C00077,2024-07-17,4,11,239.15,2.75,-0.41484069274329427,False
INV101064,C00450,2024-07-24,2,4,32.54,2.0,-0.4268611520910183,False
INV101065,C00224,2024-09-01,2,3,32.94,1.5,-0.45829700959210345,False
INV101066,C00462,2024-08-27,5,15,201.48,3.0,-0.3986370173760261,False
INV101067,C00447,2024-12-13,7,20,384.74,2.857142857142857,-0.4409760054579952,False
INV101068,C00359,2024-06-07,12,41,590.95,3.4166666666666665,-0.5503019600465714,False
INV101069,C00289,2024-07-31,7,19,256.67,2.7142857142857144,-0.422898537488771,False
INV101070,C00374,2024-03-20,2,4,64.62,2.0,-0.42169931298399405,False
INV101071,C00477,2024-08-11,14,32,399.83,2.2857142857142856,-0.5734303994021558,False
INV101072,C00252,2024-09-29,4,8,155.07999999999998,2.0,-0.4292582112961668,False
INV101073,C00207,2024-06-27,1,1,13.76,1.0,-0.4887413022227635,False
INV101074,C00416,2024-04-20,1,4,111.12,4.0,-0.47249992852635125,False
INV101075,C00405,2024-12-06,1,5,59.8,5.0,-0.4742168268406711,False
INV101076,C00466,2024-02-15,5,16,172.67000000000002,3.2,-0.40338372374998377,False
INV101077,C00440,2024-07-14,6,21,432.25,3.5,-0.4694681874557058,False
INV101078,C00398,2024-06-14,1,4,65.28,4.0,-0.44724228621237894,False
INV101079,C00095,2024-08-07,4,13,311.31,3.25,-0.43279583157409957,False
INV101080,C00364,2024-09-03,2,8,125.53,4.0,-0.40844695218354343,False
INV101081,C00066,2024-06-17,4,14,132.58,3.5,-0.39440153093661984,False
INV101082,C00295,2024-07-09,7,23,297.32,3.2857142857142856,-0.42340622152845203,False
INV101083,C00044,2024-01-24,6,16,130.64,2.6666666666666665,-0.43935271195495545,False
INV101084,C00291,2024-11-14,4,12,155.82999999999998,3.0,-0.3806973272536328,False
INV101085,C00411,2024-05-27,8,19,274.44,2.375,-0.4510959609425364,False
INV101086,C00275,2024-04-05,1,1,7.2,1.0,-0.5048993762318409,False
INV101087,C00244,2024-07-24,1,4,25.56,4.0,-0.45060826450510705,False
INV101088,C00335,2024-04-18,1,2,29.28,2.0,-0.4349060371829515,False
INV101089,C00327,2024-01-30,8,30,422.81,3.75,-0.4887411425455596,False
INV101090,C00270,2024-06-11,1,2,13.46,2.0,-0.44283608149188314,False
INV101091,C00471,2024-05-30,5,24,370.86,4.8,-0.5492038066637908,False
INV101092,C00405,2024-01-29,1,4,11.84,4.0,-0.46189125295426425,False
INV101093,C00247,2024-05-04,2,4,52.36,2.0,-0.41995799641175174,False
INV101094,C00359,2024-12-14,7,25,232.75,3.5714285714285716,-0.44522656756311063,False
INV101095,C00241,2024-12-11,5,16,173.55,3.2,-0.4037686977022785,False
INV101096,C00487,2024-04-17,8,31,410.63,3.875,-0.4987658802639832,False
INV101097,C00477,2024-11-21,14,44,722.92,3.142857142857143,-0.5932071226632819,False
INV101098,C00476,2024-08-15,1,1,2.62,1.0,-0.5202589539772621,False
INV101099,C00004,2024-06-07,4,12,181.98,3.0,-0.3827843953109184,False
INV101100,C00020,2024-11-09,4,16,308.1,4.0,-0.44515941092795197,False
INV101101,C00463,2024-09-10,2,7,75.0,3.5,-0.39871490351759403,False
INV101102,C00218,2024-08-30,1,3,15.3,3.0,-0.4360142761239541,False
INV101103,C00183,2024-07-16,4,16,318.28,4.0,-0.4496411727405816,False
INV101104,C00381,2024-08-18,3,7,78.99,2.3333333333333335,-0.4109966774190084,False
INV101105,C00367,2024-09-10,2,8,89.24,4.0,-0.4061487840999166,False
INV101106,C00478,2024-12-19,18,45,503.11,2.5,-0.6497353458793081,True
INV101107,C00336,2024-08-24,8,34,582.33,4.25,-0.5725516276673599,False
INV101108,C00246,2024-05-21,4,8,97.95,2.0,-0.4209859793481649,False
INV101109,C00106,2024-08-14,2,6,167.52,3.0,-0.4202194256764169,False
INV101110,C00411,2024-11-13,7,19,176.87,2.7142857142857144,-0.43313388248683343,False
INV101111,C00396,2024-04-20,7,21,237.87,3.0,-0.41878608151631846,False
INV101112,C00226,2024-04-14,1,1,4.37,1.0,-0.5166106621279108,False
INV101113,C00113,2024-11-09,7,21,410.85,3.0,-0.44343845541331883,False
INV101114,C00217,2024-03-23,5,18,495.7,3.6,-0.49345365117418827,False
INV101115,C00143,2024-08-11,9,29,521.09,3.2222222222222223,-0.48697689316864223,False
INV101116,C00026,2024-10-04,8,22,273.38,2.75,-0.4308298313662793,False
INV101117,C00306,2024-05-21,1,5,166.35,5.0,-0.5198697957211071,False
INV101118,C00147,2024-12-19,8,25,377.65,3.125,-0.43559898235665373,False
INV101119,C00166,2024-11-02,12,38,443.02,3.1666666666666665,-0.5166548165377514,False
INV101120,C00224,2024-08-24,1,3,43.92,3.0,-0.41942429813222304,False
INV101121,C00136,2024-10-15,2,7,83.1,3.5,-0.3975411413049596,False
INV101122,C00241,2024-06-24,2,7,60.43,3.5,-0.40422647907170806,False
INV101123,C00456,2024-08-12,8,27,393.46,3.375,-0.4482491686112206,False
INV101124,C00254,2024-11-03,1,5,30.4,5.0,-0.48727272097175167,False
INV101125,C00353,2024-06-01,28,717,8872.89,25.607142857142858,-0.8285393103789711,True
INV101126,C00056,2024-06-03,7,17,173.29,2.4285714285714284,-0.44892229160564057,False
INV101127,C00145,2024-03-24,2,7,104.07000000000001,3.5,-0.40144091981232133,False
INV101128,C00457,2024-09-11,4,10,224.08,2.5,-0.41992316451297124,False
INV101129,C00319,2024-02-27,2,9,134.23000000000002,4.5,-0.4451788634128727,False
INV101130,C00041,2024-05-27,5,14,126.64,2.8,-0.40855708198665797,False
INV101131,C00333,2024-11-30,12,37,504.37,3.0833333333333335,-0.5182544813618313,False
INV101132,C00134,2024-06-03,14,35,468.77,2.5,-0.5697204506898158,False
INV101133,C00276,2024-10-14,4,13,191.89,3.25,-0.39077925011149545,False
INV101134,C00495,2024-06-26,1,5,96.5,5.0,-0.48715421195148056,False
INV101135,C00119,2024-09-12,1,5,35.05,5.0,-0.48189015533938945,False
INV101136,C00034,2024-02-18,9,23,280.42,2.5555555555555554,-0.45160243189926574,False
INV101137,C00345,2024-04-27,7,25,438.4,3.5714285714285716,-0.45524034933213803,False
INV101138,C00353,2024-07-09,2,6,160.4,3.0,-0.4201270694987748,False
INV101139,C00365,2024-09-27,12,36,399.87,3.0,-0.5103795201175304,False
INV101140,C00296,2024-11-29,2,8,90.85,4.0,-0.4069888463059311,False
INV101141,C00199,2024-10-27,2,4,54.92,2.0,-0.41972140462286145,False
INV101142,C00077,2024-03-26,5,17,197.2,3.4,-0.4106302850147165,False
INV101143,C00179,2024-08-10,5,17,206.35,3.4,-0.40984844391436526,False
INV101144,C00021,2024-05-10,7,20,209.39,2.857142857142857,-0.4301283576408746,False
INV101145,C00368,2024-04-04,1,3,53.19,3.0,-0.42248814724836614,False
INV101146,C00245,2024-06-12,2,3,84.35,1.5,-0.47081786892482663,False
INV101147,C00487,2024-08-17,7,17,205.0,2.4285714285714284,-0.44457841419903527,False
INV101148,C00433,2024-06-26,3,13,221.25,4.333333333333333,-0.46912106818246757,False
INV101149,C00126,2024-01-21,3,10,68.08,3.3333333333333335,-0.4087388942686011,False
INV101150,C00327,2024-03-28,12,38,396.24,3.1666666666666665,-0.5208071017863911,False
INV101151,C00461,2024-11-20,5,11,165.26,2.2,-0.429686986714852,False
INV101152,C00338,2024-05-26,1,5,38.8,5.0,-0.478444989777113,False
INV101153,C00147,2024-04-27,14,43,547.13,3.0714285714285716,-0.5688456879900615,False
INV101154,C00120,2024-10-02,2,8,51.160000000000004,4.0,-0.4164477270228039,False
INV101155,C00098,2024-11-04,4,10,143.87,2.5,-0.3950435735428692,False
INV101156,C00468,2024-05-21,4,8,95.32,2.0,-0.4207587194789662,False
INV101157,C00397,2024-09-08,2,5,75.91,2.5,-0.40952953256394253,False
INV101158,C00327,2024-09-08,9,29,492.20000000000005,3.2222222222222223,-0.47716824476400366,False
INV101159,C00106,2024-12-02,5,14,212.23000000000002,2.8,-0.4093887512925145,False
INV101160,C00309,2024-07-05,1,4,68.68,4.0,-0.44866309840495316,False
INV101161,C00257,2024-09-19,8,26,359.86,3.25,-0.4382186584276487,False
INV101162,C00158,2024-07-09,1,2,46.04,2.0,-0.4408646026640554,False
INV101163,C00201,2024-10-30,7,21,221.82999999999998,3.0,-0.4251873206110238,False
INV101164,C00272,2024-07-13,2,4,55.86,2.0,-0.42067525588331917,False
INV101165,C00118,2024-08-27,1,1,6.01,1.0,-0.510102553483606,False
INV101166,C00229,2024-05-24,8,25,385.59,3.125,-0.43766513971785187,False
INV101167,C00438,2024-05-10,2,6,118.69,3.0,-0.4010774464063531,False
INV101168,C00104,2024-01-26,1,1,5.12,1.0,-0.5150401614754383,False
INV101169,C00358,2024-09-12,5,18,155.29999999999998,3.6,-0.4265597157592526,False
INV101170,C00152,2024-10-02,5,16,198.65,3.2,-0.40198896094868747,False
INV101171,C00291,2024-09-04,4,15,238.61,3.75,-0.4131672902455236,False
INV101172,C00078,2024-11-30,1,5,185.0,5.0,-0.5289999199850451,False
INV101173,C00145,2024-11-18,5,8,45.37,1.6,-0.4898633771785478,False
INV101174,C00298,2024-02-13,4,12,150.16,3.0,-0.3801748444436166,False
INV101175,C00249,2024-07-16,1,4,14.4,4.0,-0.4585715860139264,False
INV101176,C00021,2024-12-25,9,24,271.40000000000003,2.6666666666666665,-0.4440060646349237,False
INV101177,C00238,2024-04-23,2,5,50.97,2.5,-0.4078311263780544,False
INV101178,C00276,2024-12-12,7,27,306.45,3.857142857142857,-0.46781308228462415,False
INV101179,C00135,2024-03-21,5,15,240.62,3.0,-0.40881658638419377,False
INV101180,C00158,2024-09-05,1,5,66.9,5.0,-0.47262017849546434,False
INV101181,C00430,2024-03-27,2,2,36.19,1.0,-0.4982063668805513,False
INV101182,C00100,2024-02-28,1,4,38.84,4.0,-0.4443382270165333,False
INV101183,C00162,2024-01-30,8,25,402.46,3.125,-0.44242620504540475,False
INV101184,C00032,2024-08-17,6,25,328.58,4.166666666666667,-0.4928495398423965,False
INV101185,C00481,2024-05-24,4,15,365.27,3.75,-0.4623797123267184,False
INV101186,C00202,2024-07-31,2,9,58.3,4.5,-0.4578487339390811,False
INV101187,C00209,2024-02-22,4,13,216.03,3.25,-0.3951606015952558,False
INV101188,C00069,2024-02-12,3,9,97.18,3.0,-0.3935850210156706,False
INV101189,C00279,2024-02-18,4,12,161.87,3.0,-0.37975118793391005,False
INV101190,C00458,2024-10-11,5,16,306.47999999999996,3.2,-0.4286343436433666,False
INV101191,C00286,2024-08-07,4,19,214.76,4.75,-0.5132684534689216,False
INV101192,C00479,2024-11-11,4,17,215.95,4.25,-0.4553995051198128,False
INV101193,C00257,2024-04-11,4,11,238.69,2.75,-0.41390582027144707,False
INV101194,C00477,2024-10-12,7,19,456.03000000000003,2.7142857142857144,-0.466317832886394,False
INV101195,C00157,2024-11-20,2,6,70.74000000000001,3.0,-0.3909074295067867,False
INV101196,C00104,2024-09-20,7,16,175.59,2.2857142857142856,-0.45682078474153287,False
INV101197,C00433,2024-08-12,1,3,27.09,3.0,-0.4261976188541829,False
INV101198,C00254,2024-08-30,5,16,199.77,3.2,-0.40198896094868747,False
INV101199,C00095,2024-08-06,13,45,534.88,3.4615384615384617,-0.5677572502552246,False
INV101200,C00024,2024-10-22,2,5,88.14,2.5,-0.41163095374132774,False
INV101201,C00264,2024-09-08,4,14,159.19,3.5,-0.3931896809956924,False
INV101202,C00492,2024-03-15,6,19,374.90000000000003,3.1666666666666665,-0.45074474139501586,False
INV101203,C00459,2024-08-08,7,21,209.60999999999999,3.0,-0.42836575566414675,False
INV101204,C00432,2024-10-06,18,52,572.88,2.888888888888889,-0.6593738091039204,True
INV101205,C00371,2024-05-01,3,7,54.41,2.3333333333333335,-0.4191259319648506,False
INV101206,C00432,2024-06-04,4,13,89.86,3.25,-0.40401663516622494,False
INV101207,C00128,2024-09-20,4,15,234.61,3.75,-0.41125485790487226,False
INV101208,C00209,2024-07-17,4,11,94.61,2.75,-0.39414293463967587,False
INV101209,C00151,2024-06-05,8,24,473.4,3.0,-0.45853111942245356,False
INV101210,C00223,2024-03-27,1,2,51.66,2.0,-0.44309194992619383,False
INV101211,C00314,2024-04-14,1,2,34.72,2.0,-0.4371431683871781,False
INV101212,C00463,2024-03-26,1,1,22.03,1.0,-0.5047070513301017,False
INV101213,C00213,2024-09-12,6,19,405.46000000000004,3.1666666666666665,-0.46180694623934065,False
INV101214,C00272,2024-07-22,7,19,170.99,2.7142857142857144,-0.4351787366170281,False
INV101215,C00271,2024-12-05,4,11,84.58,2.75,-0.3934949175503428,False
INV101216,C00388,2024-06-23,3,5,49.72,1.6666666666666667,-0.45475132257853845,False
INV101217,C00112,2024-12-07,5,20,419.46,4.0,-0.48996548362679737,False
INV101218,C00126,2024-07-28,2,10,169.7,5.0,-0.4958875515386467,False
INV101219,C00166,2024-05-04,12,33,384.77,2.75,-0.5101146134085048,False
INV101220,C00274,2024-04-17,1,1,5.36,1.0,-0.5127479140203705,False
INV101221,C00326,2024-10-24,1,3,52.08,3.0,-0.4215267590512028,False
INV101222,C00272,2024-07-18,8,21,319.03,2.625,-0.4385593918694077,False
INV101223,C00310,2024-05-17,4,15,157.21,3.75,-0.39991999158230807,False
INV101224,C00273,2024-10-12,2,5,28.79,2.5,-0.42116186737664174,False
INV101225,C00020,2024-05-11,2,6,111.82,3.0,-0.4017561561970987,False
INV101226,C00328,2024-12-28,7,24,338.14,3.4285714285714284,-0.42681014785600413,False
INV101227,C00188,2024-04-07,2,3,92.7,1.5,-0.47704597106607044,False
INV101228,C00094,2024-08-07,3,13,215.04000000000002,4.333333333333333,-0.4645475765341598,False
INV101229,C00488,2024-07-10,8,20,252.74,2.5,-0.4500475312746609,False
INV101230,C00197,2024-04-20,1,4,20.16,4.0,-0.4526310757781796,False
INV101231,C00015,2024-01-31,2,8,111.16,4.0,-0.40904285942620466,False
INV101232,C00466,2024-08-29,1,3,19.17,3.0,-0.4310170342252104,False
INV101233,C00179,2024-10-23,4,12,211.3,3.0,-0.39101062448312,False
INV101234,C00383,2024-05-08,7,19,415.76,2.7142857142857144,-0.45647660132662254,False
INV101235,C00118,2024-01-02,2,6,83.08000000000001,3.0,-0.39208377482793183,False
INV101236,C00387,2024-09-20,10,31,404.61,3.1,-0.47593348871355823,False
INV101237,C00330,2024-01-10,1,1,12.75,1.0,-0.4896077188622091,False
INV101238,C00375,2024-12-03,1,5,79.35,5.0,-0.47506313017177915,False
INV101239,C00288,2024-12-01,2,2,24.979999999999997,1.0,-0.4989592374898074,False
INV101240,C00343,2024-04-21,9,27,557.38,3.0,-0.4932042002588205,False
INV101241,C00181,2024-01-01,1,4,67.04,4.0,-0.448102260878528,False
INV101242,C00238,2024-09-15,4,15,168.95,3.75,-0.4006617808625671,False
INV101243,C00241,2024-11-01,2,8,86.6,4.0,-0.406069287887898,False
INV101244,C00396,2024-06-26,7,25,331.49,3.5714285714285716,-0.4345855414772988,False
INV101245,C00138,2024-01-10,2,8,130.85999999999999,4.0,-0.408623997095357,False
INV101246,C00404,2024-10-07,1,3,48.66,3.0,-0.4197899725687988,False
INV101247,C00324,2024-01-14,1,3,32.55,3.0,-0.42498564053804494,False
INV101248,C00101,2024-02-25,1,5,99.8,5.0,-0.48982543944018436,False
INV101249,C00409,2024-06-29,7,21,228.54,3.0,-0.42417418819333164,False
INV101250,C00379,2024-02-15,8,29,503.99,3.625,-0.499486261160887,False
INV101251,C00199,2024-11-05,7,27,566.63,3.857142857142857,-0.5249498805076649,False
INV101252,C00019,2024-11-19,1,3,67.11,3.0,-0.4296502899005072,False
INV101253,C00242,2024-04-27,5,15,289.43,3.0,-0.424320992829806,False
INV101254,C00470,2024-07-06,12,46,683.87,3.8333333333333335,-0.6207955929535149,False
INV101255,C00274,2024-01-23,1,3,34.11,3.0,-0.42370936174886004,False
INV101256,C00379,2024-03-27,7,12,143.06,1.7142857142857142,-0.5100497942884743,False
INV101257,C00203,2024-05-05,2,6,38.660000000000004,3.0,-0.4012691186434564,False
INV101258,C00220,2024-06-28,9,23,272.72,2.5555555555555554,-0.45112208430737555,False
INV101259,C00337,2024-09-17,4,11,96.44999999999999,2.75,-0.39301277588508854,False
INV101260,C00096,2024-08-09,7,22,394.03,3.142857142857143,-0.43786160319804274,False
INV101261,C00397,2024-08-30,1,4,26.08,4.0,-0.45060826450510705,False
INV101262,C00461,2024-10-04,1,4,64.88,4.0,-0.44724228621237894,False
INV101263,C00328,2024-10-22,5,9,121.11999999999999,1.8,-0.45791287462717534,False
INV101264,C00260,2024-08-11,2,10,160.55,5.0,-0.4960847050012026,False
INV101265,C00007,2024-05-15,5,16,283.87,3.2,-0.4207869684942534,False
INV101266,C00276,2024-09-04,4,9,97.3,2.25,-0.40344958647856227,False
INV101267,C00090,2024-10-07,3,9,132.26,3.0,-0.393008929560576,False
INV101268,C00481,2024-05-02,2,3,35.370000000000005,1.5,-0.4589488172157375,False
INV101269,C00481,2024-02-25,4,18,317.87,4.5,-0.5069530857412936,False
INV101270,C00236,2024-09-22,2,7,183.98,3.5,-0.42654826768977155,False
INV101271,C00405,2024-10-01,4,13,136.46,3.25,-0.3879135299403353,False
INV101272,C00441,2024-05-27,5,13,130.68,2.6,-0.41081623664153305,False
INV101273,C00468,2024-01-29,7,22,197.16,3.142857142857143,-0.4387191734917012,False
INV101274,C00055,2024-10-29,4,10,132.82999999999998,2.5,-0.3922546765259918,False
INV101275,C00098,2024-09-23,12,30,344.62,2.5,-0.5129826006227987,False
INV101276,C00226,2024-07-05,4,15,210.09,3.75,-0.4042074172182182,False
INV101277,C00213,2024-03-20,2,10,145.4,5.0,-0.489826882272045,False
INV101278,C00469,2024-10-08,1,3,35.76,3.0,-0.4236258394954278,False
INV101279,C00375,2024-11-11,2,2,22.86,1.0,-0.4995639436695213,False
INV101280,C00071,2024-03-25,15,41,449.44,2.7333333333333334,-0.589639150460097,False
INV101281,C00000,2024-05-24,5,16,163.26999999999998,3.2,-0.4045286448694565,False
INV101282,C00093,2024-03-29,1,4,34.56,4.0,-0.44599322177832584,False
INV101283,C00326,2024-04-21,2,9,142.35000000000002,4.5,-0.4458807886359006,False
INV101284,C00200,2024-02-15,2,8,128.44,4.0,-0.4077630332699851,False
INV101285,C00411,2024-05-14,8,25,240.70000000000002,3.125,-0.4408653705089193,False
INV101286,C00081,2024-08-07,4,15,124.77000000000001,3.75,-0.40584487913437733,False
INV101287,C00215,2024-06-26,2,4,21.5,2.0,-0.4371665079070456,False
INV101288,C00245,2024-11-24,4,12,127.80000000000001,3.0,-0.3806478702912164,False
INV101289,C00334,2024-08-29,5,13,193.62,2.6,-0.413114959692859,False
INV101290,C00440,2024-09-28,5,17,205.84,3.4,-0.40984844391436526,False
INV101291,C00425,2024-06-02,4,12,221.93,3.0,-0.3954965394968191,False
INV101292,C00317,2024-11-27,5,13,137.78,2.6,-0.4101362011558779,False
INV101293,C00328,2024-06-29,2,7,69.52,3.5,-0.39735063578540747,False
INV101294,C00270,2024-04-15,5,15,154.55,3.0,-0.4003490823119279,False
INV101295,C00327,2024-08-16,7,14,195.1,2.0,-0.47982899816385555,False
INV101296,C00097,2024-11-26,7,27,300.47,3.857142857142857,-0.4681781760349002,False
INV101297,C00112,2024-09-18,2,6,179.76,3.0,-0.42452586254402286,False
INV101298,C00435,2024-09-17,6,15,178.87,2.5,-0.4339553020484646,False
INV101299,C00362,2024-02-12,9,35,444.92,3.888888888888889,-0.5265307919947423,False
INV101300,C00271,2024-12-08,18,51,764.8,2.8333333333333335,-0.6788099573873764,True
INV101301,C00124,2024-07-13,2,5,47.84,2.5,-0.40846255457811964,False
INV101302,C00307,2024-09-15,8,22,204.4,2.75,-0.4469985234826429,False
INV101303,C00397,2024-08-20,1,5,64.65,5.0,-0.4718686435654496,False
INV101304,C00473,2024-10-06,3,10,149.52,3.3333333333333335,-0.39979227094941155,False
INV101305,C00095,2024-11-02,9,26,360.16999999999996,2.888888888888889,-0.44378650784874646,False
INV101306,C00306,2024-08-29,1,3,51.9,3.0,-0.4211783047384858,False
INV101307,C00238,2024-03-27,2,4,33.04,2.0,-0.4268611520910183,False
INV101308,C00195,2024-03-31,5,19,239.68,3.8,-0.4306088451054607,False
INV101309,C00030,2024-02-15,3,12,233.51,4.0,-0.44539179996027267,False
INV101310,C00298,2024-04-03,2,5,43.349999999999994,2.5,-0.4116048753834818,False
INV101311,C00350,2024-04-25,5,12,138.16,2.4,-0.4139297820818012,False
INV101312,C00267,2024-09-08,4,9,103.66999999999999,2.25,-0.4023593445435335,False
INV101313,C00319,2024-06-09,4,7,94.86,1.75,-0.44692975299404586,False
INV101314,C00478,2024-11-28,7,23,327.85,3.2857142857142856,-0.42326641193968595,False
INV101315,C00390,2024-05-18,4,11,152.7,2.75,-0.3889962999952232,False
INV101316,C00268,2024-06-23,5,17,177.54000000000002,3.4,-0.4119385593899812,False
INV101317,C00348,2024-12-10,1,2,105.94,2.0,-0.48074073390976,False
INV101318,C00016,2024-02-16,4,10,102.22,2.5,-0.3961461733283563,False
INV101319,C00199,2024-02-09,9,19,239.79,2.111111111111111,-0.495361710008353,False
INV101320,C00478,2024-11-09,2,5,108.79,2.5,-0.4228979007942986,False
INV101321,C00252,2024-04-12,1,2,12.76,2.0,-0.4445975014898611,False
INV101322,C00119,2024-05-05,8,27,123.65,3.375,-0.4853639343007093,False
INV101323,C00017,2024-02-18,11,28,441.2,2.5454545454545454,-0.507213451421752,False
INV101324,C00226,2024-09-19,2,6,143.69,3.0,-0.41288797130931293,False
INV101325,C00279,2024-08-12,2,6,63.56,3.0,-0.39254200068874956,False
INV101326,C00031,2024-05-29,7,23,417.6,3.2857142857142856,-0.4449375115659422,False
INV101327,C00169,2024-09-10,1,2,35.24,2.0,-0.4368539654919065,False
INV101328,C00289,2024-10-10,12,32,550.77,2.6666666666666665,-0.5384046615842036,False
INV101329,C00108,2024-05-27,6,20,181.58999999999997,3.3333333333333335,-0.43775085529791663,False
INV101330,C00198,2024-12-04,2,4,84.77000000000001,2.0,-0.4307644758965812,False
INV101331,C00472,2024-11-18,1,5,79.35,5.0,-0.47506313017177915,False
INV101332,C00373,2024-09-02,4,16,202.09,4.0,-0.4204765880712675,False
INV101333,C00330,2024-04-09,1,5,31.65,5.0,-0.4853341218114333,False
INV101334,C00327,2024-08-04,9,28,494.52,3.111111111111111,-0.4729408058929805,False
