invoice_id,customer_id,invoice_date,n_lines,total_quantity,invoice_value,avg_unit_qty
INV101407,C00065,2024-09-10,4,9,158.92000000000002,2.25
INV101408,C00014,2024-09-23,4,12,104.08,3.0
INV101409,C00327,2024-07-29,7,19,392.16,2.7142857142857144
INV101410,C00345,2024-05-14,1,2,16.98,2.0
INV101411,C00270,2024-05-07,4,12,203.68,3.0
INV101412,C00428,2024-02-25,5,21,319.68,4.2
INV101413,C00120,2024-09-28,4,10,112.66999999999999,2.5
INV101414,C00152,2024-08-25,4,8,161.04,2.0
INV101415,C00456,2024-06-06,7,19,295.4,2.7142857142857144
INV101416,C00228,2024-07-12,3,11,186.3,3.6666666666666665
INV101417,C00023,2024-09-01,8,29,480.3,3.625
INV101418,C00401,2024-03-23,3,9,92.06,3.0
INV101419,C00096,2024-07-19,1,5,235.5,5.0
INV101420,C00241,2024-11-27,1,2,14.22,2.0
INV101421,C00138,2024-09-04,1,4,33.16,4.0
INV101422,C00373,2024-04-24,1,2,9.26,2.0
INV101423,C00041,2024-03-09,8,27,387.59000000000003,3.375
INV101424,C00251,2024-08-10,3,8,78.27,2.6666666666666665
INV101425,C00081,2024-02-16,8,14,230.93,1.75
INV101426,C00023,2024-07-02,12,39,385.45,3.25
INV101427,C00348,2024-12-21,12,39,530.67,3.25
INV101428,C00242,2024-08-23,8,22,312.44,2.75
INV101429,C00143,2024-08-19,9,27,281.34,3.0
INV101430,C00323,2024-11-13,1,2,15.52,2.0
INV101431,C00147,2024-07-18,9,26,209.0,2.888888888888889
INV101432,C00284,2024-02-13,2,7,123.38,3.5
INV101433,C00141,2024-12-17,2,3,29.39,1.5
INV101434,C00312,2024-12-03,1,4,36.12,4.0
INV101435,C00432,2024-06-12,7,20,229.22,2.857142857142857
INV101436,C00405,2024-10-07,4,11,135.29,2.75
INV101437,C00204,2024-09-26,4,12,141.02,3.0
INV101438,C00217,2024-09-15,4,12,79.5,3.0
INV101439,C00017,2024-09-17,2,6,93.03,3.0
INV101440,C00266,2024-03-23,8,27,443.99,3.375
INV101441,C00052,2024-07-24,1,2,30.74,2.0
INV101442,C00144,2024-10-28,2,7,32.18,3.5
INV101443,C00021,2024-08-19,4,14,141.26,3.5
INV101444,C00179,2024-12-22,2,6,53.21,3.0
INV101445,C00418,2024-10-05,2,5,107.14,2.5
INV101446,C00387,2024-11-11,17,48,476.28,2.823529411764706
INV101447,C00465,2024-05-04,2,3,17.28,1.5
INV101448,C00045,2024-04-29,2,8,57.96,4.0
INV101449,C00232,2024-06-21,2,7,86.31,3.5
INV101450,C00424,2024-08-22,4,12,193.65,3.0
INV101451,C00348,2024-10-22,2,5,72.67,2.5
INV101452,C00190,2024-07-27,4,14,174.45000000000002,3.5
INV101453,C00016,2024-08-24,1,3,33.9,3.0
INV101454,C00073,2024-09-23,1,2,37.3,2.0
INV101455,C00218,2024-10-04,1,1,14.16,1.0
INV101456,C00003,2024-07-29,1,3,27.09,3.0
INV101457,C00004,2024-10-31,11,32,472.51,2.909090909090909
INV101458,C00320,2024-07-30,4,8,86.87,2.0
INV101459,C00457,2024-10-01,5,20,256.77,4.0
INV101460,C00067,2024-12-12,1,1,20.16,1.0
INV101461,C00004,2024-09-23,8,18,246.35999999999999,2.25
INV101462,C00403,2024-04-03,6,22,254.56,3.6666666666666665
INV101463,C00001,2024-09-15,4,14,192.47,3.5
INV101464,C00004,2024-06-23,1,3,34.77,3.0
INV101465,C00434,2024-03-17,2,6,111.91999999999999,3.0
INV101466,C00129,2024-10-28,4,9,257.0,2.25
INV101467,C00333,2024-05-07,4,15,260.74,3.75
INV101468,C00212,2024-04-04,1,2,30.52,2.0
INV101469,C00359,2024-07-29,9,25,225.49,2.7777777777777777
INV101470,C00266,2024-09-07,10,27,272.6,2.7
INV101471,C00122,2024-01-12,3,10,194.32999999999998,3.3333333333333335
INV101472,C00054,2024-11-04,2,5,95.38,2.5
INV101473,C00248,2024-01-18,4,17,151.82,4.25
INV101474,C00166,2024-09-24,10,19,203.53,1.9
INV101475,C00267,2024-03-05,9,27,296.06,3.0
INV101476,C00171,2024-05-03,3,4,126.18,1.3333333333333333
INV101477,C00018,2024-05-22,3,13,238.75,4.333333333333333
INV101478,C00317,2024-10-20,8,24,319.25,3.0
INV101479,C00318,2024-05-16,2,5,46.42,2.5
INV101480,C00020,2024-10-20,14,44,798.58,3.142857142857143
INV101481,C00396,2024-11-11,5,20,512.72,4.0
INV101482,C00102,2024-05-20,3,8,41.9,2.6666666666666665
INV101483,C00230,2024-07-16,2,3,28.46,1.5
INV101484,C00038,2024-09-24,7,25,230.52,3.5714285714285716
INV101485,C00242,2024-06-07,5,22,264.23,4.4
INV101486,C00219,2024-06-21,4,10,124.12,2.5
INV101487,C00185,2024-10-02,5,11,129.79,2.2
INV101488,C00275,2024-05-14,1,5,38.95,5.0
INV101489,C00227,2024-05-17,7,20,234.98,2.857142857142857
INV101490,C00245,2024-05-27,2,5,71.14,2.5
INV101491,C00198,2024-10-17,4,15,128.5,3.75
INV101492,C00000,2024-07-17,4,16,259.6,4.0
INV101493,C00231,2024-05-30,3,8,102.57,2.6666666666666665
INV101494,C00022,2024-08-17,2,5,35.8,2.5
INV101495,C00194,2024-06-23,4,12,279.1,3.0
INV101496,C00307,2024-03-27,5,9,87.02000000000001,1.8
INV101497,C00004,2024-03-16,1,5,127.05,5.0
INV101498,C00194,2024-06-09,4,8,101.58,2.0
INV101499,C00433,2024-10-27,5,19,269.8,3.8
